timestamp,temperature,humidity,wind_speed,wind_direction,pressure,precipitation_rate,uv_index,solar_radiation
2025-04-13 01:54:48,9.38888888888889,89.0,6.115492,231,1004.7419130000001,0.0,0.0,0.0
2025-04-13 01:59:47,9.5,89.0,6.9201619999999995,228,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:04:50,9.38888888888889,89.3,8.0467,238,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:09:49,9.38888888888889,90.1,9.65604,233,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:14:43,9.333333333333332,91.0,7.402963999999999,233,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:19:46,9.277777777777779,92.0,7.563898,226,1004.403274,0.0,0.0,0.0
2025-04-13 02:24:58,9.277777777777779,92.9,8.368568,228,1004.403274,0.0,0.0,0.0
2025-04-13 02:29:53,9.222222222222221,93.6,11.909116000000001,222,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:34:47,9.11111111111111,93.0,13.357522000000001,225,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:39:46,9.000000000000002,93.0,13.67939,220,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:44:50,8.944444444444445,92.8,14.001257999999998,219,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:49:41,9.000000000000002,92.0,16.415267999999998,227,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:54:59,9.000000000000002,91.2,14.805927999999998,233,1004.7419130000001,0.0,0.0,0.0
2025-04-13 02:59:50,9.055555555555554,91.0,15.932466,212,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:04:51,9.000000000000002,91.0,16.415267999999998,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:09:54,9.000000000000002,91.0,16.0934,232,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:14:59,9.000000000000002,90.3,16.415267999999998,222,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:19:49,8.88888888888889,90.0,14.162192000000001,224,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:24:52,8.88888888888889,90.0,14.323126,218,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:29:55,8.777777777777777,90.0,14.48406,230,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:34:59,8.777777777777777,89.4,15.610598,225,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:39:32,8.777777777777777,89.0,14.323126,219,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:44:51,8.722222222222223,89.0,13.840323999999999,222,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:49:50,8.61111111111111,88.5,14.162192000000001,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:54:43,8.666666666666666,88.8,11.26538,223,1004.7419130000001,0.0,0.0,0.0
2025-04-13 03:59:46,8.722222222222223,89.9,12.87472,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:04:49,8.666666666666666,90.4,12.552852,222,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:09:57,8.499999999999998,90.0,14.644993999999999,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:14:44,8.499999999999998,89.4,13.518456,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:19:48,8.499999999999998,89.4,14.162192000000001,237,1005.080552,0.0,0.0,0.0
2025-04-13 04:24:50,8.499999999999998,90.0,11.748182,233,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:29:52,8.499999999999998,90.0,10.943512,219,1005.080552,0.0,0.0,0.0
2025-04-13 04:34:42,8.499999999999998,90.0,10.299776000000001,221,1005.080552,0.0,0.0,0.0
2025-04-13 04:39:45,8.38888888888889,90.0,9.65604,220,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:44:53,8.444444444444446,90.3,12.391918,219,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:49:42,8.38888888888889,91.0,7.24203,239,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:54:58,8.38888888888889,91.0,8.207633999999999,227,1004.7419130000001,0.0,0.0,0.0
2025-04-13 04:59:49,8.38888888888889,91.0,10.943512,227,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:04:51,8.38888888888889,91.0,11.104446000000001,221,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:09:55,8.38888888888889,91.0,9.173238,225,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:14:59,8.38888888888889,91.6,8.85137,236,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:19:34,8.277777777777779,91.9,9.012303999999999,219,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:24:50,8.277777777777779,91.1,10.299776000000001,236,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:29:50,8.277777777777779,91.0,9.334171999999999,232,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:34:57,8.277777777777779,91.1,9.334171999999999,223,1005.080552,0.0,0.0,0.0
2025-04-13 05:39:34,8.277777777777779,91.0,10.46071,223,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:44:50,8.277777777777779,92.0,12.230984,219,1004.7419130000001,0.0,0.0,0.0
2025-04-13 05:49:49,8.277777777777779,92.0,13.035654,231,1004.7419130000001,0.0,0.0,0.1
2025-04-13 05:54:57,8.277777777777779,92.0,11.909116000000001,234,1004.7419130000001,0.0,0.0,0.3
2025-04-13 05:59:34,8.277777777777779,91.6,11.587248,243,1004.7419130000001,0.0,0.0,0.5
2025-04-13 06:04:49,8.277777777777779,92.0,12.391918,227,1004.7419130000001,0.0,0.0,1.0
2025-04-13 06:09:48,8.277777777777779,92.0,11.426314,246,1004.7419130000001,0.0,0.0,1.8
2025-04-13 06:14:43,8.277777777777779,92.0,14.001257999999998,222,1005.080552,0.0,0.0,2.3
2025-04-13 06:19:46,8.277777777777779,92.0,12.552852,227,1005.080552,0.0,0.0,3.7
2025-04-13 06:24:53,8.277777777777779,92.0,11.748182,239,1005.080552,0.0,0.0,5.3
2025-04-13 06:29:48,8.277777777777779,92.0,14.48406,214,1005.080552,0.0,0.0,5.4
2025-04-13 06:34:43,8.38888888888889,92.0,14.001257999999998,225,1005.080552,0.0,0.0,4.7
2025-04-13 06:39:46,8.38888888888889,92.0,13.196587999999998,228,1005.080552,0.0,0.0,5.0
2025-04-13 06:44:53,8.38888888888889,92.0,14.001257999999998,225,1005.080552,0.0,0.0,4.9
2025-04-13 06:49:48,8.333333333333334,92.0,13.035654,223,1005.4191910000001,0.0,0.0,10.9
2025-04-13 06:54:56,8.277777777777779,92.0,14.805927999999998,225,1005.4191910000001,0.0,0.0,20.5
2025-04-13 06:59:34,8.277777777777779,92.0,13.840323999999999,227,1005.4191910000001,0.0,0.0,21.7
2025-04-13 07:04:51,8.277777777777779,92.0,13.67939,234,1005.4191910000001,0.0,0.0,23.3
2025-04-13 07:09:50,8.277777777777779,91.9,14.323126,227,1005.4191910000001,0.0,0.0,37.6
2025-04-13 07:14:59,8.277777777777779,91.7,14.162192000000001,220,1005.75783,0.0,0.0,29.1
2025-04-13 07:19:46,8.277777777777779,91.2,14.966862,216,1005.75783,0.0,0.0,53.9
2025-04-13 07:24:49,8.277777777777779,92.0,15.771532,229,1005.75783,0.0,0.0,50.0
2025-04-13 07:29:43,8.222222222222221,92.0,17.059003999999998,210,1005.75783,0.0,0.0,33.8
2025-04-13 07:34:43,8.222222222222221,91.8,14.966862,230,1005.75783,0.0,0.0,50.5
2025-04-13 07:39:46,8.055555555555555,90.2,17.541806,218,1006.0964690000001,0.0,0.0,75.8
2025-04-13 07:44:49,8.0,89.0,15.28873,221,1006.435108,0.0,0.0,60.3
2025-04-13 07:49:48,8.0,88.6,17.219938,216,1006.435108,0.0,1.0,110.2
2025-04-13 07:54:43,8.0,88.4,13.840323999999999,233,1006.435108,0.0,0.0,95.1
2025-04-13 07:59:46,7.833333333333333,87.1,16.89807,225,1006.435108,0.0,0.0,98.9
2025-04-13 08:04:58,7.777777777777778,86.4,17.380872,220,1006.435108,0.0,0.0,63.2
2025-04-13 08:09:43,7.833333333333333,86.3,16.415267999999998,220,1006.435108,0.0,0.0,61.4
2025-04-13 08:14:58,7.944444444444443,86.0,10.299776000000001,241,1006.435108,0.0,0.0,87.7
2025-04-13 08:19:49,8.166666666666668,85.8,11.426314,235,1006.435108,0.0,1.0,123.6
2025-04-13 08:24:56,8.222222222222221,85.7,12.87472,224,1006.7737470000001,0.0,1.0,122.2
2025-04-13 08:29:43,8.277777777777779,85.8,13.357522000000001,232,1006.7737470000001,0.0,1.0,104.5
2025-04-13 08:34:58,8.333333333333334,85.4,14.644993999999999,220,1006.7737470000001,0.0,1.0,132.5
2025-04-13 08:39:50,8.333333333333334,85.0,14.966862,228,1006.7737470000001,0.0,1.0,112.5
2025-04-13 08:44:52,8.38888888888889,85.0,16.254334,220,1006.7737470000001,0.0,1.0,125.7
2025-04-13 08:49:55,8.277777777777779,85.0,16.0934,230,1006.435108,0.0,1.0,104.8
2025-04-13 08:54:58,8.555555555555555,84.0,14.966862,224,1006.7737470000001,0.0,1.0,186.2
2025-04-13 08:59:35,8.88888888888889,82.6,14.48406,242,1006.7737470000001,0.0,1.0,184.4
2025-04-13 09:04:51,8.88888888888889,83.0,10.621644,242,1006.7737470000001,0.0,1.0,151.1
2025-04-13 09:09:50,8.666666666666666,82.8,12.713786,231,1006.7737470000001,0.0,1.0,158.8
2025-04-13 09:14:59,8.777777777777777,82.8,10.782578,230,1006.7737470000001,0.0,3.0,390.6
2025-04-13 09:19:50,9.000000000000002,81.8,15.449663999999999,227,1007.112386,0.0,3.0,362.5
2025-04-13 09:24:50,8.777777777777777,81.7,16.0934,224,1007.112386,0.0,1.0,154.2
2025-04-13 09:29:53,8.499999999999998,82.7,16.576202000000002,217,1007.112386,0.0,1.0,128.2
2025-04-13 09:34:47,8.277777777777779,82.7,17.059003999999998,226,1007.112386,0.0,3.0,338.0
2025-04-13 09:39:46,8.38888888888889,81.4,17.863674,216,1007.112386,0.0,3.0,373.2
2025-04-13 09:44:58,9.000000000000002,78.7,15.932466,233,1007.112386,0.0,4.0,443.2
2025-04-13 09:49:43,9.166666666666666,77.8,14.323126,228,1007.112386,0.0,3.0,401.6
2025-04-13 09:54:59,8.944444444444445,78.8,13.518456,222,1007.112386,0.0,3.0,347.6
2025-04-13 09:59:58,9.055555555555554,79.1,11.26538,240,1007.112386,0.0,3.0,324.8
2025-04-13 10:04:34,9.11111111111111,78.7,11.909116000000001,238,1007.112386,0.0,0.0,94.6
2025-04-13 10:09:54,8.61111111111111,79.0,14.966862,220,1007.4510250000001,0.0,1.0,176.4
2025-04-13 10:14:58,8.499999999999998,79.5,15.28873,228,1007.4510250000001,0.0,2.0,278.3
2025-04-13 10:19:47,8.555555555555555,79.5,16.254334,230,1007.4510250000001,0.0,2.0,292.5
2025-04-13 10:24:50,8.666666666666666,78.9,13.840323999999999,212,1007.4510250000001,0.0,4.0,412.0
2025-04-13 10:29:57,8.666666666666666,78.5,11.748182,234,1007.4510250000001,0.0,5.0,531.5
2025-04-13 10:34:43,8.722222222222223,77.7,11.587248,218,1007.4510250000001,0.0,5.0,530.9
2025-04-13 10:39:45,9.222222222222221,76.7,11.104446000000001,227,1007.4510250000001,0.0,5.0,563.8
2025-04-13 10:44:49,9.5,74.6,9.65604,238,1007.4510250000001,0.0,6.0,658.3
2025-04-13 10:49:52,9.944444444444445,72.7,14.162192000000001,231,1007.7896640000001,0.0,2.0,261.6
2025-04-13 10:54:58,9.38888888888889,73.4,13.840323999999999,213,1007.7896640000001,0.0,1.0,122.5
2025-04-13 10:59:49,8.944444444444445,71.5,15.449663999999999,219,1007.7896640000001,0.0,4.0,505.6
2025-04-13 11:04:51,9.222222222222221,68.4,13.035654,223,1007.7896640000001,0.0,5.0,522.1
2025-04-13 11:09:54,9.722222222222221,67.1,10.782578,223,1007.4510250000001,0.0,5.0,582.1
2025-04-13 11:14:59,10.0,65.6,13.357522000000001,216,1007.7896640000001,0.0,5.0,613.4
2025-04-13 11:19:35,10.333333333333334,65.1,10.782578,223,1007.4510250000001,0.0,6.0,626.0
2025-04-13 11:24:50,10.61111111111111,64.2,13.518456,234,1007.4510250000001,0.0,6.0,633.5
2025-04-13 11:29:54,10.277777777777779,64.4,12.391918,235,1007.7896640000001,0.0,6.0,661.7
2025-04-13 11:34:56,10.166666666666664,62.0,8.207633999999999,248,1007.7896640000001,0.0,6.0,638.7
2025-04-13 11:39:46,10.555555555555555,61.2,15.449663999999999,224,1007.7896640000001,0.0,6.0,679.4
2025-04-13 11:44:49,10.333333333333334,61.8,17.219938,218,1007.7896640000001,0.0,4.0,487.2
2025-04-13 11:49:49,9.888888888888888,63.1,16.576202000000002,217,1007.7896640000001,0.0,6.0,625.9
2025-04-13 11:54:43,10.166666666666664,61.2,9.65604,247,1007.7896640000001,0.0,7.0,773.8
2025-04-13 11:59:50,10.61111111111111,58.0,10.943512,225,1008.128303,0.0,7.0,780.9
2025-04-13 12:04:50,10.222222222222221,62.4,10.943512,237,1008.128303,0.0,1.0,204.4
2025-04-13 12:09:48,10.0,64.4,13.67939,215,1008.128303,0.0,1.0,184.6
2025-04-13 12:14:43,9.722222222222221,65.0,18.185542,227,1008.466942,0.0,7.0,793.0
2025-04-13 12:19:50,10.0,60.9,17.863674,205,1008.466942,0.0,7.0,819.9
2025-04-13 12:24:53,9.944444444444445,61.7,15.932466,219,1008.466942,0.0,6.0,712.2
2025-04-13 12:29:56,9.944444444444445,63.2,16.576202000000002,226,1008.128303,0.0,5.0,612.0
2025-04-13 12:34:42,9.722222222222221,64.4,14.966862,207,1008.128303,0.0,2.0,263.7
2025-04-13 12:39:45,9.777777777777779,62.1,9.977908000000001,230,1008.466942,0.0,2.0,285.3
2025-04-13 12:44:48,9.888888888888888,59.4,15.771532,226,1008.128303,0.0,7.0,805.5
2025-04-13 12:49:38,10.388888888888891,61.6,8.690436,226,1008.466942,0.0,8.0,823.0
2025-04-13 12:54:58,10.166666666666664,61.6,9.173238,252,1008.128303,0.0,7.0,730.0
2025-04-13 12:59:31,10.111111111111112,58.1,17.863674,222,1008.128303,0.0,3.0,329.7
2025-04-13 13:04:50,9.888888888888888,57.6,9.977908000000001,229,1008.128303,0.0,6.0,685.6
2025-04-13 13:09:49,10.277777777777779,55.3,11.587248,227,1008.128303,0.0,6.0,670.5
2025-04-13 13:14:43,10.388888888888891,55.9,13.196587999999998,235,1008.128303,0.0,7.0,781.7
2025-04-13 13:19:46,10.61111111111111,57.0,16.0934,225,1008.128303,0.0,7.0,748.4
2025-04-13 13:24:49,10.388888888888891,57.9,12.230984,217,1008.466942,0.0,4.0,504.4
2025-04-13 13:29:52,10.444444444444443,57.4,17.863674,223,1008.466942,0.0,6.0,649.4
2025-04-13 13:34:42,10.444444444444443,54.9,14.644993999999999,225,1008.466942,0.0,5.0,522.0
2025-04-13 13:39:45,10.388888888888891,55.6,15.932466,223,1008.466942,0.0,7.0,781.4
2025-04-13 13:44:57,10.555555555555555,57.0,14.644993999999999,227,1008.466942,0.0,7.0,741.6
2025-04-13 13:49:38,10.944444444444446,57.8,14.48406,223,1008.466942,0.0,7.0,813.4
2025-04-13 13:54:58,10.88888888888889,57.9,12.391918,241,1008.466942,0.0,3.0,322.7
2025-04-13 13:59:49,10.388888888888891,59.3,12.230984,241,1008.466942,0.0,6.0,715.2
2025-04-13 14:04:51,10.388888888888891,59.6,14.966862,233,1008.466942,0.0,2.0,235.1
2025-04-13 14:09:54,10.388888888888891,57.3,15.932466,223,1008.466942,0.0,4.0,425.7
2025-04-13 14:14:57,10.222222222222221,56.1,13.518456,218,1008.466942,0.0,7.0,719.8
2025-04-13 14:19:34,10.444444444444443,55.9,11.426314,220,1008.805581,0.0,4.0,473.5
2025-04-13 14:24:50,10.333333333333334,56.7,11.426314,235,1008.805581,0.0,6.0,654.5
2025-04-13 14:29:49,10.5,54.4,14.162192000000001,231,1008.466942,0.0,6.0,629.4
2025-04-13 14:34:51,10.555555555555555,52.2,16.576202000000002,220,1008.466942,0.0,4.0,458.3
